Year,Region,disasterType,len
1986,South-Eastern Asia,Drought,1
1986,Southern Asia,Earthquake,1
1986,Southern Asia,Landslide,1
1986,Southern Europe,Flood,1
1986,Eastern Asia,Other,1
1986,Eastern Asia,Landslide,1
1986,Eastern Africa,Storm,1
1986,Eastern Africa,Flood,1
1986,Western Africa,Epidemic,1
1986,South-Eastern Asia,Storm,1
1986,Southern Europe,Wildfire,1
1987,South-Eastern Asia,Earthquake,1
1987,Melanesia,Earthquake,1
1987,South-Eastern Asia,Drought,1
1987,Caribbean,Flood,1
1987,South-Eastern Asia,Other,2
1987,South-Eastern Asia,Flood,1
1987,Southern Asia,Extreme temperature ,1
1987,Southern Asia,Drought,1
1987,Northern Europe,Flood,1
1987,Southern Asia,Earthquake,1
1987,Southern Europe,Landslide,1
1987,Western Asia,Flood,1
1987,South-Eastern Asia,Epidemic,1
1987,Southern Africa,Flood,1
1987,Central America,Earthquake,1
1987,Australia and New Zealand,Earthquake,1
1987,Australia and New Zealand,Wildfire,1
1987,Australia and New Zealand,Flood,1
1987,South-Eastern Asia,Storm,1
1987,Polynesia,Landslide,1
1988,South-Eastern Asia,Other,1
1988,South-Eastern Asia,Flood,1
1988,South-Eastern Asia,Landslide,1
1988,Southern Asia,Landslide,1
1988,Southern Asia,Extreme temperature ,1
1988,Southern Asia,Epidemic,1
1988,Eastern Africa,Storm,1
1988,Central America,Extreme temperature ,1
1988,Western Africa,Landslide,1
1988,Southern Asia,Other,1
1988,South America,Epidemic,1
1988,South America,Landslide,1
1988,South-Eastern Asia,Storm,1
1988,Melanesia,Other,1
1988,Northern Africa,Flood,1
1988,Northern Africa,Epidemic,1
1978,Middle Africa,Drought,1
1978,Western Africa,Flood,1
1978,Western Asia,Earthquake,1
1978,Northern America,Flood,1
1979,Western Africa,Drought,1
1979,Northern America,Storm,1
1979,Caribbean,Other,1
1979,Eastern Africa,Other,1
1980,Northern Africa,Drought,1
1980,Northern America,Extreme temperature ,1
1980,Middle Africa,Drought,1
1980,Northern America,Storm,1
1980,Western Asia,Landslide,1
1980,Western Asia,Flood,1
1980,Northern America,Other,1
1980,Northern America,Flood,1
1980,Southern Africa,Drought,1
1981,Russian Federation,Storm,1
1981,Russian Federation,Flood,1
1981,Western Asia,Flood,1
1981,Northern America,Flood,1
1981,Southern Africa,Flood,1
1982,Melanesia,Storm,1
1982,Central America,Drought,1
1982,Russian Federation,Flood,1
1982,Polynesia,Storm,1
1982,Eastern Africa,Epidemic,1
1982,Northern America,Storm,1
1982,Northern America,Flood,1
1982,Western Asia,Flood,1
1982,Western Asia,Earthquake,1
1983,Northern America,Earthquake,1
1983,Western Africa,Flood,1
1983,Russian Federation,Storm,1
1983,Russian Federation,Earthquake,1
1983,Russian Federation,Flood,1
1983,Western Asia,Earthquake,1
1983,Northern America,Storm,1
1983,Northern America,Extreme temperature ,1
1983,Polynesia,Wildfire,1
1983,Southern Africa,Storm,1
1984,Russian Federation,Storm,1
1984,Russian Federation,Earthquake,1
1984,Russian Federation,Flood,1
1984,Southern Africa,Storm,1
1984,Southern Africa,Drought,1
1984,Western Asia,Earthquake,1
1984,Western Asia,Flood,1
1984,Polynesia,Storm,1
1984,Northern America,Storm,1
1984,Northern America,Flood,1
1985,Western Africa,Epidemic,1
1985,Russian Federation,Earthquake,1
1985,Russian Federation,Flood,1
1985,Northern Europe,Flood,1
1985,Middle Africa,Flood,1
1985,Western Asia,Earthquake,1
1985,Western Asia,Wildfire,1
1985,Northern America,Flood,1
1985,Southern Europe,Earthquake,1
1986,Northern America,Extreme temperature ,1
1986,Southern Africa,Drought,1
1986,Northern Africa,Other,1
1986,Eastern Africa,Epidemic,1
1986,Middle Africa,Epidemic,1
1986,Russian Federation,Earthquake,1
1986,Northern Africa,Flood,1
1986,Western Asia,Earthquake,1
1986,Northern America,Earthquake,1
1986,Polynesia,Storm,1
1987,Northern Africa,Drought,1
1987,Northern Africa,Epidemic,1
1987,Eastern Africa,Flood,1
1987,Russian Federation,Other,1
1987,Russian Federation,Landslide,1
1987,Russian Federation,Wildfire,1
1987,Russian Federation,Flood,1
1987,Western Asia,Extreme temperature ,1
1987,Western Asia,Epidemic,1
1987,Eastern Africa,Epidemic,1
1987,Northern America,Earthquake,1
1987,Northern America,Extreme temperature ,1
1987,Western Asia,Other,1
1988,Eastern Asia,Drought,1
1988,Eastern Africa,Earthquake,1
1988,Western Africa,Drought,1
1988,Central America,Landslide,1
1988,Russian Federation,Earthquake,1
1988,Russian Federation,Flood,1
1988,Middle Africa,Storm,1
1988,Middle Africa,Other,1
1988,Western Asia,Landslide,1
1988,Northern America,Storm,1
1988,Northern America,Flood,1
1988,Melanesia,Storm,1
1988,Australia and New Zealand,Flood,1
1988,Australia and New Zealand,Storm,1
1988,South America,Drought,1
1988,Northern America,Drought,1
1988,Western Europe,Landslide,1
1988,Eastern Africa,Drought,1
1989,South America,Flood,1
1989,Northern Africa,Earthquake,1
1989,Eastern Asia,Storm,1
1989,South America,Storm,1
1989,Middle Africa,Epidemic,1
1989,Middle Africa,Drought,1
1989,Middle Africa,Flood,1
1989,Southern Europe,Drought,1
1989,Caribbean,Storm,1
1989,Polynesia,Storm,1
1989,Australia and New Zealand,Earthquake,1
1989,Australia and New Zealand,Storm,1
1989,Australia and New Zealand,Flood,1
1989,Eastern Africa,Flood,1
1989,Western Africa,Epidemic,1
1989,Southern Asia,Storm,1
1989,Southern Asia,Earthquake,1
1989,Southern Asia,Flood,1
1989,Southern Asia,Extreme temperature ,1
1989,Southern Asia,Drought,1
1989,Southern Asia,Epidemic,1
1989,Northern America,Storm,1
1989,South America,Epidemic,1
1989,South America,Landslide,1
1989,Northern America,Wildfire,1
1989,Eastern Asia,Earthquake,1
1989,Eastern Asia,Landslide,1
1989,Eastern Asia,Flood,1
1989,Western Africa,Flood,1
1989,Eastern Africa,Storm,1
1989,Eastern Africa,Epidemic,1
1990,Middle Africa,Drought,1
1990,South America,Earthquake,1
1990,Australia and New Zealand,Storm,1
1990,Western Europe,Storm,1
1990,South America,Drought,1
1990,Southern Asia,Extreme temperature ,1
1990,South America,Flood,1
1990,Caribbean,Storm,1
1990,Australia and New Zealand,Flood,1
1990,Australia and New Zealand,Wildfire,1
1990,Western Africa,Drought,1
1990,Southern Asia,Storm,1
1990,Southern Asia,Flood,1
1990,Eastern Europe,Earthquake,1
1990,Central America,Extreme temperature ,1
1990,Central America,Flood,1
1990,Southern Africa,Drought,1
1990,Northern America,Flood,1
1990,Eastern Asia,Storm,1
1990,Eastern Asia,Earthquake,1
1990,Eastern Asia,Other,1
1990,Eastern Asia,Flood,1
1990,Middle Africa,Epidemic,1
1990,Polynesia,Storm,1
1990,Polynesia,Epidemic,1
1990,Central America,Earthquake,1
1990,Caribbean,Flood,1
1990,Northern Europe,Storm,1
1991,Western Europe,Flood,1
1991,Southern Asia,Earthquake,1
1991,Western Europe,Storm,1
1991,Eastern Asia,Flood,1
1991,Central America,Flood,1
1991,Central America,Earthquake,1
1991,Northern America,Storm,1
1991,Eastern Asia,Storm,1
1991,Southern Asia,Storm,1
1991,Southern Asia,Flood,1
1991,Southern Asia,Extreme temperature ,1
1991,South America,Other,2
1991,Australia and New Zealand,Storm,1
1991,Australia and New Zealand,Drought,1
1991,Western Africa,Flood,1
1991,Western Africa,Epidemic,1
1991,Southern Asia,Epidemic,1
1991,South America,Epidemic,1
1991,South America,Flood,1
1991,South America,Landslide,1
1991,Northern America,Epidemic,1
1991,South America,Drought,1
1991,Eastern Asia,Earthquake,1
1991,Eastern Asia,Epidemic,1
1991,Eastern Asia,Drought,1
1991,Eastern Asia,Landslide,1
1991,Middle Africa,Flood,1
1991,Middle Africa,Epidemic,1
1991,South America,Earthquake,1
1991,South America,Wildfire,1
1991,Eastern Africa,Other,2
1991,Central America,Other,2
1991,Western Asia,Drought,1
1991,Caribbean,Flood,1
1991,Northern Africa,Epidemic,1
1991,Northern Africa,Flood,1
1992,South America,Flood,1
1992,Eastern Asia,Storm,1
1992,Southern Asia,Flood,1
1992,Eastern Asia,Flood,1
1992,South America,Earthquake,1
1992,South America,Storm,1
1992,Southern Asia,Earthquake,1
1992,Southern Europe,Flood,1
1992,South America,Epidemic,1
1992,Australia and New Zealand,Storm,1
1992,Australia and New Zealand,Drought,1
1992,Eastern Africa,Epidemic,1
1992,Western Europe,Earthquake,1
1992,Southern Asia,Storm,1
1992,Southern Asia,Epidemic,1
1992,Caribbean,Storm,1
1992,South America,Landslide,1
1992,Middle Africa,Epidemic,1
1992,Northern America,Extreme temperature ,1
1992,Northern America,Wildfire,1
1992,Northern America,Epidemic,1
1992,South America,Wildfire,1
1992,Eastern Asia,Earthquake,1
1992,Eastern Asia,Other,2
1992,Eastern Asia,Drought,1
1992,Western Africa,Drought,1
1992,Central America,Wildfire,1
1992,Caribbean,Earthquake,1
1992,Caribbean,Flood,1
1992,Western Europe,Flood,1
1992,Northern Europe,Drought,1
1992,Caribbean,Epidemic,1
1992,Northern Africa,Earthquake,1
1992,Northern Africa,Flood,1
1993,South America,Flood,1
1993,Western Europe,Storm,1
1993,Southern Asia,Landslide,1
1993,Southern Asia,Other,1
1993,Southern Asia,Storm,1
1993,South America,Storm,1
1993,Australia and New Zealand,Storm,1
1993,Australia and New Zealand,Flood,1
1993,Australia and New Zealand,Extreme temperature ,1
1993,Western Europe,Flood,1
1993,Southern Asia,Flood,1
1993,Southern Asia,Epidemic,1
1993,Eastern Europe,Storm,1
1993,Eastern Europe,Flood,1
1993,Northern America,Flood,1
1993,South America,Other,2
1993,South America,Wildfire,1
1993,Eastern Asia,Storm,1
1993,Eastern Asia,Earthquake,1
1993,Eastern Asia,Flood,1
1993,Eastern Asia,Landslide,1
1993,Middle Africa,Epidemic,1
1993,South America,Earthquake,1
1993,South America,Landslide,1
1993,Central America,Earthquake,1
1993,Central America,Flood,1
1993,Caribbean,Storm,1
1993,Caribbean,Flood,1
1993,Caribbean,Drought,1
1993,Caribbean,Epidemic,1
1993,Eastern Africa,Flood,1
1993,Northern Africa,Flood,1
1993,Northern Africa,Landslide,1
1993,Northern Africa,Other,1
1994,Australia and New Zealand,Wildfire,1
1994,Western Europe,Storm,1
1994,Southern Asia,Storm,1
1994,South America,Landslide,1
1994,South America,Flood,1
1994,Western Europe,Flood,1
1994,South America,Wildfire,1
1988,Northern Europe,Flood,1
1988,Eastern Asia,Other,1
1988,South-Eastern Asia,Drought,1
1988,Southern Asia,Drought,1
1988,Central America,Drought,1
1989,South-Eastern Asia,Earthquake,1
1989,Eastern Africa,Drought,1
1989,Southern Europe,Storm,1
1989,Southern Europe,Flood,1
1989,Melanesia,Flood,1
1989,Western Europe,Drought,1
1989,Western Europe,Storm,1
1989,Northern Europe,Storm,1
1989,Central America,Flood,1
1989,Eastern Asia,Wildfire,1
1989,Central America,Other,1
1989,Caribbean,Landslide,1
1989,Caribbean,Flood,1
1989,South-Eastern Asia,Other,1
1989,South-Eastern Asia,Landslide,1
1989,South-Eastern Asia,Flood,1
1989,Southern Asia,Other,1
1989,Southern Asia,Landslide,1
1989,Western Asia,Other,1
1989,Southern Africa,Storm,1
1989,Central America,Earthquake,1
1989,Central America,Wildfire,1
1989,Eastern Africa,Earthquake,1
1989,Melanesia,Storm,1
1989,South-Eastern Asia,Storm,1
1990,South-Eastern Asia,Flood,1
1990,South-Eastern Asia,Earthquake,1
1990,Southern Asia,Earthquake,1
1990,Southern Europe,Drought,1
1990,Eastern Africa,Drought,1
1990,Southern Europe,Storm,1
1990,Eastern Africa,Flood,1
1990,Melanesia,Earthquake,1
1990,Melanesia,Storm,1
1990,Western Europe,Landslide,1
1990,Western Europe,Extreme temperature ,1
1990,Northern Europe,Earthquake,1
1990,Southern Europe,Earthquake,1
1990,Central America,Epidemic,1
1990,South-Eastern Asia,Other,1
1990,South-Eastern Asia,Epidemic,1
1990,Southern Asia,Landslide,1
1990,Southern Asia,Epidemic,1
1990,Southern Europe,Wildfire,1
1990,Caribbean,Epidemic,1
1990,Eastern Africa,Earthquake,1
1990,Eastern Asia,Extreme temperature ,1
1990,Western Africa,Extreme temperature ,1
1990,Southern Africa,Flood,1
1990,Central America,Storm,1
1990,Eastern Asia,Wildfire,1
1990,Eastern Africa,Epidemic,1
1990,Western Africa,Epidemic,1
1990,South America,Other,1
1990,South America,Landslide,1
1990,South-Eastern Asia,Storm,1
1990,South-Eastern Asia,Drought,1
1990,Eastern Europe,Storm,1
1991,South-Eastern Asia,Other,1
1991,South-Eastern Asia,Storm,1
1991,South-Eastern Asia,Wildfire,1
1991,Western Asia,Earthquake,1
1991,Eastern Africa,Flood,1
1991,South-Eastern Asia,Flood,1
1991,Eastern Europe,Earthquake,1
1991,Eastern Europe,Flood,1
1991,Western Europe,Drought,1
1991,Southern Europe,Wildfire,1
1991,Western Europe,Extreme temperature ,1
1991,Northern Europe,Extreme temperature ,1
1991,Northern Europe,Storm,1
1991,Southern Europe,Extreme temperature ,1
1991,Central America,Epidemic,1
1991,South-Eastern Asia,Earthquake,1
1991,South-Eastern Asia,Landslide,1
1991,South-Eastern Asia,Epidemic,1
1991,Western Asia,Storm,1
1991,Southern Europe,Other,1
1991,Western Asia,Flood,1
1991,Eastern Asia,Other,1
1991,Eastern Africa,Epidemic,1
1991,Eastern Africa,Drought,1
1991,South-Eastern Asia,Drought,1
1991,Eastern Africa,Storm,1
1991,Central America,Storm,1
1991,Micronesia,Storm,1
1991,Western Africa,Drought,1
1991,Western Africa,Storm,1
1991,Central America,Wildfire,1
1991,Australia and New Zealand,Flood,1
1991,Southern Asia,Landslide,1
1991,South America,Extreme temperature ,1
1991,Melanesia,Landslide,1
1992,South-Eastern Asia,Storm,1
1992,Southern Asia,Landslide,1
1992,Western Asia,Extreme temperature ,1
1992,Central America,Extreme temperature ,1
1992,Western Asia,Storm,1
1992,Western Asia,Earthquake,1
1992,Central Asia,Earthquake,1
1992,South-Eastern Asia,Flood,1
1992,South-Eastern Asia,Earthquake,1
1992,Central America,Earthquake,1
1992,Caribbean,Drought,1
1992,Eastern Africa,Other,1
1992,Melanesia,Storm,1
1992,Western Europe,Storm,1
1992,Western Europe,Epidemic,1
1992,Central America,Other,1
1992,Central America,Epidemic,1
1992,Micronesia,Storm,1
1992,Eastern Europe,Drought,1
1992,South-Eastern Asia,Landslide,1
1992,Southern Asia,Extreme temperature ,1
1992,South-Eastern Asia,Epidemic,1
1992,Central America,Storm,1
1992,Eastern Africa,Drought,1
1992,Western Africa,Extreme temperature ,1
1992,Western Africa,Epidemic,1
1992,Northern Europe,Storm,1
1992,Southern Asia,Wildfire,1
1992,South America,Drought,1
1992,South-Eastern Asia,Other,1
1992,Melanesia,Other,1
1992,Melanesia,Flood,1
1992,Eastern Europe,Wildfire,1
1992,Eastern Europe,Flood,1
1992,Eastern Europe,Landslide,1
1993,Micronesia,Earthquake,1
1993,Eastern Africa,Drought,1
1993,Melanesia,Earthquake,1
1993,Southern Europe,Storm,1
1993,Southern Europe,Drought,1
1993,Eastern Africa,Storm,1
1993,Melanesia,Storm,1
1993,Northern Europe,Flood,1
1993,Western Africa,Flood,1
1993,Western Africa,Storm,1
1993,Southern Europe,Earthquake,1
1993,South-Eastern Asia,Other,2
1993,South-Eastern Asia,Flood,1
1993,Southern Asia,Earthquake,1
1993,Southern Asia,Drought,1
1993,Eastern Asia,Other,1
1993,Central Asia,Flood,1
1993,South-Eastern Asia,Storm,1
1993,Northern Europe,Storm,1
1993,Central America,Storm,1
1993,Western Africa,Drought,1
1993,South-Eastern Asia,Landslide,1
1993,Melanesia,Flood,1
1993,Eastern Europe,Extreme temperature ,1
1994,South-Eastern Asia,Earthquake,1
1994,Southern Asia,Earthquake,1
1994,Northern Europe,Flood,1
1994,South-Eastern Asia,Other,1
1994,South-Eastern Asia,Flood,1
1994,Central Asia,Landslide,1
1994,Eastern Africa,Storm,1
1994,South-Eastern Asia,Landslide,1
1994,South-Eastern Asia,Storm,1
1994,Eastern Europe,Storm,1
1988,Southern Africa,Drought,1
1988,Northern Africa,Drought,1
1988,Melanesia,Earthquake,1
1988,Western Asia,Flood,1
1988,Melanesia,Landslide,1
1989,Russian Federation,Earthquake,1
1989,Russian Federation,Landslide,1
1989,Western Africa,Drought,1
1989,Russian Federation,Other,1
1989,Russian Federation,Flood,1
1989,Northern America,Earthquake,1
1989,Northern America,Extreme temperature ,1
1989,South America,Earthquake,1
1989,Western Asia,Flood,1
1989,Middle Africa,Landslide,1
1990,Northern America,Storm,1
1990,Northern Africa,Earthquake,1
1990,Northern Africa,Drought,1
1990,Russian Federation,Earthquake,1
1990,Russian Federation,Flood,1
1990,Russian Federation,Landslide,1
1990,Central Asia,Flood,1
1990,Northern Africa,Flood,1
1990,Western Asia,Flood,1
1990,Northern America,Earthquake,1
1990,Northern America,Extreme temperature ,1
1990,Northern America,Epidemic,1
1990,South America,Epidemic,1
1990,Southern Europe,Flood,1
1990,Southern Africa,Storm,1
1990,Southern Africa,Earthquake,1
1990,Middle Africa,Flood,1
1991,Russian Federation,Earthquake,1
1991,Russian Federation,Storm,1
1991,Northern Africa,Drought,1
1991,Russian Federation,Other,1
1991,Russian Federation,Flood,1
1991,Northern America,Earthquake,1
1991,Northern America,Flood,1
1991,Northern America,Wildfire,1
1991,Northern America,Drought,1
1991,Polynesia,Storm,1
1991,Southern Africa,Wildfire,1
1992,Northern America,Storm,1
1992,Central America,Flood,1
1992,Southern Africa,Epidemic,1
1992,Central Asia,Other,1
1992,Central Asia,Landslide,1
1992,Central Asia,Flood,1
1992,Western Asia,Other,1
1992,Eastern Europe,Storm,1
1992,Northern America,Earthquake,1
1992,Middle Africa,Earthquake,1
1993,Central Asia,Landslide,1
1993,Eastern Europe,Landslide,1
1993,Eastern Europe,Drought,1
1993,Northern Africa,Earthquake,1
1993,Central America,Landslide,1
1993,Middle Africa,Drought,1
1993,South-Eastern Asia,Drought,1
1993,Western Asia,Landslide,1
1993,Polynesia,Storm,1
1993,Northern America,Storm,1
1993,Northern America,Earthquake,1
1993,Northern America,Extreme temperature ,1
1993,Northern America,Wildfire,1
1993,Northern America,Epidemic,1
1993,Polynesia,Earthquake,1
1993,Western Asia,Flood,1
1993,Southern Africa,Flood,1
1993,Southern Africa,Storm,1
1994,Northern America,Earthquake,1
1994,Eastern Africa,Earthquake,1
1994,South America,Earthquake,1
1994,Eastern Asia,Flood,1
1994,Northern America,Storm,1
1994,Eastern Asia,Storm,1
1994,Eastern Africa,Epidemic,1
1994,Western Asia,Extreme temperature ,1
1994,Eastern Africa,Flood,1
1994,Northern America,Landslide,1
1994,Australia and New Zealand,Storm,1
1994,Australia and New Zealand,Earthquake,1
1994,Australia and New Zealand,Extreme temperature ,1
1994,Western Africa,Flood,1
1994,Southern Asia,Flood,1
1994,Southern Asia,Extreme temperature ,1
1994,South America,Drought,1
1994,South America,Storm,1
1994,South America,Extreme temperature ,1
1994,Northern America,Wildfire,1
1994,Eastern Asia,Earthquake,1
1994,Eastern Asia,Landslide,1
1994,Eastern Asia,Extreme temperature ,1
1994,Eastern Asia,Drought,1
1994,Middle Africa,Flood,1
1995,Western Asia,Flood,1
1995,Western Africa,Drought,1
1995,Southern Asia,Flood,1
1995,Eastern Asia,Storm,1
1995,Southern Asia,Landslide,1
1995,Middle Africa,Epidemic,1
1995,Southern Europe,Flood,1
1995,Caribbean,Storm,1
1995,South America,Flood,1
1995,South America,Extreme temperature ,1
1995,South America,Storm,1
1995,Australia and New Zealand,Storm,1
1995,Australia and New Zealand,Extreme temperature ,1
1995,Western Europe,Flood,1
1995,Western Europe,Storm,1
1995,Western Africa,Flood,1
1995,Southern Asia,Storm,1
1995,Southern Asia,Extreme temperature ,1
1995,Southern Asia,Epidemic,1
1995,Eastern Europe,Epidemic,1
1995,Central America,Flood,1
1995,South America,Landslide,1
1995,South America,Epidemic,1
1995,Southern Africa,Flood,1
1995,Middle Africa,Wildfire,1
1995,Middle Africa,Flood,1
1995,Northern America,Storm,1
1995,Northern America,Wildfire,1
1995,Northern America,Flood,1
1995,South America,Earthquake,1
1995,Eastern Asia,Earthquake,1
1995,Eastern Asia,Flood,1
1995,Eastern Asia,Landslide,1
1995,Eastern Asia,Wildfire,1
1995,Eastern Asia,Drought,1
1995,Western Africa,Epidemic,1
1996,South America,Flood,1
1996,Northern America,Flood,1
1996,Eastern Asia,Storm,1
1996,Southern Asia,Earthquake,1
1996,Southern Asia,Flood,1
1996,Southern Europe,Epidemic,1
1996,Australia and New Zealand,Storm,1
1996,Australia and New Zealand,Flood,1
1996,Australia and New Zealand,Landslide,1
1996,Western Europe,Flood,1
1996,Southern Europe,Storm,1
1996,Western Africa,Epidemic,1
1996,Western Africa,Flood,1
1996,Southern Asia,Storm,1
1996,Southern Asia,Extreme temperature ,1
1996,Southern Asia,Epidemic,1
1996,Eastern Europe,Flood,1
1996,South America,Landslide,1
1996,Middle Africa,Flood,1
1996,Northern America,Storm,1
1996,Eastern Asia,Earthquake,1
1996,Eastern Asia,Flood,1
1996,Eastern Asia,Landslide,1
1996,Middle Africa,Epidemic,1
1997,Eastern Asia,Flood,1
1997,South America,Earthquake,1
1997,South America,Flood,1
1997,Eastern Asia,Storm,1
1997,Southern Europe,Landslide,1
1997,Southern Asia,Earthquake,1
1997,Southern Asia,Flood,1
1997,Southern Asia,Landslide,1
1997,Middle Africa,Drought,1
1997,Southern Europe,Flood,1
1997,Western Asia,Earthquake,1
1997,Western Asia,Flood,1
1997,Australia and New Zealand,Flood,1
1997,Australia and New Zealand,Wildfire,1
1997,Australia and New Zealand,Landslide,1
1997,Western Europe,Flood,1
1997,Eastern Africa,Epidemic,1
1997,Western Africa,Epidemic,1
1997,Western Africa,Flood,1
1997,Southern Asia,Storm,1
1997,Southern Asia,Extreme temperature ,1
1997,Southern Asia,Epidemic,1
1997,Eastern Europe,Flood,1
1997,Eastern Europe,Storm,1
1997,Eastern Europe,Epidemic,1
1997,South America,Epidemic,1
1997,South America,Storm,1
1997,Northern America,Storm,1
1997,Northern America,Flood,1
1997,Northern America,Wildfire,1
1997,South America,Wildfire,1
1997,Eastern Asia,Earthquake,1
1997,Eastern Asia,Landslide,1
1997,Eastern Asia,Extreme temperature ,1
1997,Eastern Asia,Drought,1
1997,Middle Africa,Epidemic,1
1998,Eastern Asia,Earthquake,1
1998,Southern Asia,Earthquake,1
1998,Eastern Asia,Flood,1
1998,Southern Asia,Flood,1
1998,Southern Asia,Epidemic,1
1998,Middle Africa,Epidemic,1
1998,South America,Storm,1
1998,South America,Flood,1
1998,Western Asia,Flood,1
1998,Australia and New Zealand,Flood,1
1998,Western Europe,Earthquake,1
1998,Western Asia,Earthquake,1
1998,Southern Europe,Earthquake,1
1998,Western Europe,Flood,1
1998,Western Africa,Epidemic,1
1998,Western Africa,Flood,1
1998,Southern Asia,Storm,1
1998,Southern Asia,Extreme temperature ,1
1998,South America,Earthquake,1
1998,South America,Landslide,1
1998,South America,Wildfire,1
1998,South America,Epidemic,1
1998,South-Eastern Asia,Wildfire,1
1998,Middle Africa,Flood,1
1998,Northern America,Flood,1
1998,Northern America,Wildfire,1
1998,Northern America,Storm,1
1998,Eastern Asia,Storm,1
1998,Eastern Asia,Landslide,1
1994,Northern Africa,Flood,1
1994,Caribbean,Storm,1
1994,South-Eastern Asia,Drought,1
1994,Southern Europe,Flood,1
1994,Eastern Europe,Flood,1
1994,Western Africa,Epidemic,1
1994,Central America,Flood,1
1994,Central America,Drought,1
1994,Caribbean,Flood,1
1994,Northern Africa,Earthquake,1
1994,Northern Africa,Wildfire,1
1994,Southern Europe,Wildfire,1
1994,Southern Europe,Storm,1
1994,Eastern Africa,Landslide,1
1994,Middle Africa,Epidemic,1
1994,South-Eastern Asia,Wildfire,1
1994,Southern Asia,Epidemic,1
1994,Eastern Africa,Drought,1
1994,South-Eastern Asia,Epidemic,1
1994,Central America,Other,1
1994,Australia and New Zealand,Flood,1
1995,South-Eastern Asia,Storm,1
1995,South-Eastern Asia,Earthquake,1
1995,South-Eastern Asia,Flood,1
1995,Central America,Storm,1
1995,Northern Europe,Storm,1
1995,South America,Other,1
1995,Western Africa,Other,1
1995,Central America,Epidemic,1
1995,Caribbean,Flood,1
1995,Western Asia,Earthquake,1
1995,Eastern Africa,Storm,1
1995,Caribbean,Epidemic,1
1995,Northern Africa,Earthquake,1
1995,Northern Africa,Flood,1
1995,Northern Africa,Extreme temperature ,1
1995,Eastern Africa,Other,1
1995,Southern Europe,Extreme temperature ,1
1995,Eastern Africa,Flood,1
1995,Southern Europe,Earthquake,1
1995,Southern Europe,Wildfire,1
1995,Northern Europe,Landslide,1
1995,Western Asia,Wildfire,1
1995,Central Asia,Storm,1
1995,South-Eastern Asia,Epidemic,1
1995,Western Africa,Storm,1
1995,Central America,Earthquake,1
1995,Central America,Extreme temperature ,1
1995,Central America,Drought,1
1995,Caribbean,Other,1
1995,South-Eastern Asia,Landslide,1
1995,South-Eastern Asia,Wildfire,1
1995,Southern Africa,Drought,1
1995,Central America,Other,1
1995,Northern Europe,Flood,1
1995,Australia and New Zealand,Other,1
1995,South-Eastern Asia,Other,2
1996,Caribbean,Storm,1
1996,Southern Europe,Flood,1
1996,South-Eastern Asia,Earthquake,1
1996,Eastern Africa,Storm,1
1996,South-Eastern Asia,Storm,1
1996,South America,Epidemic,1
1996,Central America,Flood,1
1996,Central America,Storm,1
1996,Caribbean,Flood,1
1996,Western Asia,Epidemic,1
1996,Western Europe,Storm,1
1996,Eastern Africa,Drought,1
1996,Northern Africa,Flood,1
1996,South America,Earthquake,1
1996,Northern Africa,Extreme temperature ,1
1996,Southern Europe,Landslide,1
1996,Eastern Africa,Flood,1
1996,Northern Europe,Storm,1
1996,Southern Europe,Earthquake,1
1996,Central America,Other,1
1996,South-Eastern Asia,Flood,1
1996,South-Eastern Asia,Landslide,1
1996,South-Eastern Asia,Epidemic,1
1996,Southern Asia,Landslide,1
1996,Southern Asia,Drought,1
1996,Northern Europe,Other,1
1996,Caribbean,Landslide,1
1996,Southern Africa,Storm,1
1996,Northern Africa,Storm,1
1996,Central America,Drought,1
1996,Eastern Asia,Wildfire,1
1996,Eastern Asia,Epidemic,1
1996,Caribbean,Other,1
1997,South-Eastern Asia,Storm,1
1997,South-Eastern Asia,Drought,1
1997,Western Africa,Drought,1
1997,Southern Europe,Storm,1
1997,Eastern Africa,Flood,1
1997,Polynesia,Storm,1
1997,Polynesia,Epidemic,1
1997,Caribbean,Epidemic,1
1997,Caribbean,Flood,1
1997,Western Europe,Extreme temperature ,1
1997,Northern Africa,Epidemic,1
1997,Northern Africa,Flood,1
1997,South America,Drought,1
1997,Northern Africa,Storm,1
1997,Southern Europe,Epidemic,1
1997,Eastern Africa,Drought,1
1997,Melanesia,Storm,1
1997,Western Europe,Wildfire,1
1997,Western Europe,Drought,1
1997,Northern Europe,Flood,1
1997,Northern Europe,Extreme temperature ,1
1997,Micronesia,Storm,1
1997,Central America,Drought,1
1997,Southern Europe,Wildfire,1
1997,South-Eastern Asia,Earthquake,1
1997,South-Eastern Asia,Other,1
1997,South-Eastern Asia,Wildfire,1
1997,South-Eastern Asia,Epidemic,1
1997,Western Asia,Epidemic,1
1997,Southern Europe,Earthquake,1
1997,Southern Europe,Drought,1
1997,Eastern Asia,Epidemic,1
1997,Central Asia,Extreme temperature ,1
1997,Central Asia,Wildfire,1
1997,Central Asia,Earthquake,1
1997,Central Asia,Epidemic,1
1997,Eastern Africa,Storm,1
1997,Eastern Africa,Other,1
1997,Central America,Earthquake,1
1997,Central America,Other,1
1997,Central America,Landslide,1
1997,Central America,Storm,1
1997,Central America,Extreme temperature ,1
1997,South-Eastern Asia,Flood,1
1997,Caribbean,Other,1
1997,Western Europe,Storm,1
1997,Australia and New Zealand,Storm,1
1997,South America,Landslide,1
